Datim,EVENT_ROW_ID,Facility,State,State_SC,State_TR,Tool
2023-01-25 12:41:51,966096386,PLINE300,UP,"","",SORT4
2023-01-25 12:01:23,966087450,PLINE300,DOWN,"","",EP5
2023-01-25 11:56:54,966085833,PLINE300,DOWN,"","",KLA2925
2023-01-25 11:50:38,966084371,PLINE300,DOWN,"","",TEL_TACTRAS
2023-01-25 11:19:34,966075812,PLINE300,UP,"","",NX3DM
2023-01-25 11:17:58,966075491,PLINE200,UP,"","",SEZ_3
2023-01-25 11:15:09,966075004,PLINE300,UP,"","",CENTURA
2023-01-25 11:13:28,966073655,PLINE300,UP,"","",REFLEXION_4
2023-01-25 11:09:41,966072390,PLINE200,UP,"","",ASM1100
2023-01-25 11:00:08,966069560,PLINE200,UP,"","",GRINDER
2023-01-25 10:47:11,966066716,PLINE300,UP,"","",TEL_TACTRAS2
2023-01-25 10:40:27,966064854,PLINE200,DOWN,"","",SEZ_3
2023-01-25 10:37:08,966063441,PLINE200,UP,"","",WETSTRIP_WB
2023-01-25 10:24:54,966060568,PLINE300,DOWN,"","",TEL_TACTRAS2
2023-01-25 10:24:21,966060395,PLINE300,DOWN,"","",ALTUS
2023-01-25 10:23:03,966059974,PLINE300,DOWN,"","",NX3DM
2023-01-25 10:12:43,966056854,PLINE200,DOWN,"","",WETSTRIP_WB
2023-01-25 09:55:13,966052846,PLINE300,DOWN,"","",SORT4
2023-01-25 09:55:07,966052830,PLINE200,UP,"","",EPSILON
2023-01-25 09:50:44,966051115,PLINE300,UP,"","",NX3DM
2023-01-25 09:41:57,966049133,PLINE300,DOWN,"","",LEVITOR4300
2023-01-25 09:39:34,966048209,PLINE300,UP,"","",SEMVISION
2023-01-25 09:36:47,966047182,PLINE300,UP,"","",A412
2023-01-25 09:36:25,966046892,PLINE300,UP,"","",POLARKERR_2
2023-01-25 09:34:16,966045651,PLINE300,DOWN,"","",EPSILON3200
2023-01-25 09:29:06,966044092,PLINE300,UP,"","",XP8
2023-01-25 09:14:45,966040833,PLINE200,DOWN,"","",L5_CLEANER
2023-01-25 09:14:34,966040817,PLINE200,DOWN,"","",L5_DICER
2023-01-25 09:11:48,966040567,PLINE300,DOWN,"","",SEMVISION
2023-01-25 09:10:15,966040386,PLINE300,DOWN,"","",GAN_G5
2023-01-25 09:07:02,966039853,PLINE200,UP,"","",ASM750
2023-01-25 08:56:13,966038179,PLINE200,DOWN,"","",GRINDER
2023-01-25 08:39:45,966035957,PLINE300,DOWN,"","",NX3DM
2023-01-25 08:26:22,966033885,PLINE300,DOWN,"","",DNS_9
2023-01-25 08:12:39,966031287,PLINE300,UP,"","",INTREPID_2
2023-01-25 07:41:03,966027111,PLINE200,UP,"","",MICROS_OUT
2023-01-25 07:31:30,966025124,PLINE300,UP,"","",ALTUS
2023-01-25 07:29:44,966024806,PLINE200,UP,"","",SPTS_OMEGA
2023-01-25 07:13:55,966021016,PLINE200,DOWN,"","",P8_POLYRAMP
2023-01-25 07:12:20,966020556,PLINE200,DOWN,"","",BH800
2023-01-25 07:12:16,966020549,PLINE300,UP,"","",VERSALIS
2023-01-25 06:59:31,966017906,PLINE300,DOWN,"","",ALTUS
2023-01-25 06:56:46,966017157,PLINE200,DOWN,"","",ASM750
2023-01-25 06:49:22,966015577,PLINE200,DOWN,"","",CENTURA_W
2023-01-25 06:48:56,966015517,PLINE200,UP,"","",P7_HITEMP
2023-01-25 06:36:05,966011716,PLINE300,DOWN,"","",CENTURA
2023-01-25 06:33:12,966010975,PLINE200,DOWN,"","",SPTS_OMEGA
2023-01-25 06:30:26,966010349,PLINE300,UP,"","",ENDURA_2
2023-01-25 05:58:23,966006128,PLINE300,UP,"","",SABRE
2023-01-25 05:52:04,966005002,PLINE300,UP,"","",DNS_9
2023-01-25 05:46:50,966004357,PLINE300,DOWN,"","",INTREPID_2
2023-01-25 05:41:32,966003111,PLINE200,UP,"","",AP300
2023-01-25 05:32:25,966000686,PLINE300,DOWN,"","",POLARKERR_2
2023-01-25 05:30:41,966000414,PLINE300,UP,"","",POLYGON8300
2023-01-25 05:27:44,966000043,PLINE200,DOWN,"","",AP300
2023-01-25 05:19:16,965998723,PLINE200,UP,"","",ACT12_MTM
2023-01-25 05:09:39,965997289,PLINE300,DOWN,"","",SABRE
2023-01-25 05:08:42,965997229,PLINE300,DOWN,"","",HELIOS1200_2
2023-01-25 04:02:24,965993206,PLINE300,UP,"","",TEL_TACTRAS2
2023-01-25 03:16:26,965981643,PLINE300,UP,"","",A412_4
2023-01-25 02:45:12,965976119,PLINE200,DOWN,"","",ACT12_MTM
2023-01-25 02:42:46,965975683,PLINE300,UP,"","",EAGLE12
2023-01-25 02:38:25,965974801,PLINE300,DOWN,"","",VERSALIS
2023-01-25 02:23:22,965971502,PLINE300,UP,"","",QUANTUMXP
2023-01-25 02:23:22,965971503,PLINE300,UP,"","",OPTIMA
2023-01-25 02:22:59,965971430,PLINE300,UP,"","",DNS_4
2023-01-25 02:22:10,965971321,PLINE300,UP,"","",EXCEL_1
2023-01-25 02:16:03,965970101,PLINE300,DOWN,"","",POLYGON8300
2023-01-25 02:09:15,965968598,PLINE200,DOWN,"","",P7_HITEMP
2023-01-25 02:02:13,965966731,PLINE300,UP,"","",HELIOS1200_2
2023-01-25 01:54:25,965964669,PLINE300,DOWN,"","",XP8
2023-01-25 01:30:59,965960968,PLINE300,UP,UP,UP,LithoCluster_1000
2023-01-25 01:30:59,965960968,PLINE300,UP,UP,UP,TR1000
2023-01-25 00:17:30,965955324,PLINE300,DOWN,"","",DNS_9
2023-01-25 00:00:01,965953294,PLINE300,DOWN,DOWN,UP,LithoCluster_1000
2023-01-25 00:00:01,965953294,PLINE300,UP,DOWN,UP,TR1000
2023-01-24 23:35:09,965949190,PLINE200,UP,"","",MIRRA_3
2023-01-24 23:24:34,965946820,PLINE200,UP,"","",DNS_10
2023-01-24 23:10:54,965944992,PLINE300,UP,"","",XP4_2
2023-01-24 22:49:11,965938562,PLINE300,DOWN,"","",QUANTUMXP
2023-01-24 22:48:59,965938458,PLINE300,DOWN,"","",OPTIMA
2023-01-24 22:45:27,965937615,PLINE200,DOWN,"","",EPSILON2
2023-01-24 22:44:22,965937288,PLINE200,DOWN,"","",EPSILON
2023-01-24 22:17:27,965931142,PLINE200,DOWN,"","",DNS_10
2023-01-24 21:58:49,965927786,PLINE300,UP,UP,UP,LithoCluster_3400
2023-01-24 21:58:49,965927786,PLINE300,UP,UP,UP,TR3400
2023-01-24 21:53:22,965927030,PLINE300,DOWN,"","",EAGLE12
2023-01-24 21:29:29,965920120,PLINE300,DOWN,"","",REFLEXION_4
2023-01-24 21:10:40,965917017,PLINE200,DOWN,"","",HRP220_CU
2023-01-24 21:06:06,965916511,PLINE300,UP,"","",NXWAFER
2023-01-24 20:55:32,965915257,PLINE300,DOWN,"","",NXWAFER
2023-01-24 20:15:03,965907723,PLINE300,UP,"","",PRACTOR_2
2023-01-24 20:08:12,965906519,PLINE300,UP,"","",TXRF300
2023-01-24 20:04:41,965905934,PLINE300,DOWN,"","",PRACTOR_2
2023-01-24 20:00:58,965905242,PLINE200,UP,"","",MIRRA_OX
2023-01-24 18:51:08,965892443,PLINE300,UP,"","",DNS_6
2023-01-24 18:42:26,965890790,PLINE200,DOWN,"","",ASM1100
2023-01-24 18:38:46,965890157,PLINE200,UP,"","",ASM750
2023-01-24 18:10:29,965884692,PLINE300,DOWN,"","",ENDURA_2
2023-01-24 18:04:53,965883773,PLINE300,UP,"","",XP8
2023-01-24 17:57:35,965881865,PLINE200,DOWN,"","",MIRRA_OX
2023-01-24 17:52:38,965880009,PLINE200,DOWN,"","",TEMP_BONDER
2023-01-24 17:49:13,965877981,PLINE300,DOWN,"","",XP8
2023-01-24 17:39:16,965868303,PLINE300,UP,UP,UP,LithoCluster_1000
2023-01-24 17:39:16,965868303,PLINE300,UP,UP,UP,TR1000
2023-01-24 17:35:09,965867179,PLINE300,UP,"","",SORT4
2023-01-24 17:15:14,965862080,PLINE300,DOWN,"","",SORT4
2023-01-24 17:08:54,965860090,PLINE300,UP,"","",LEVITOR4300
2023-01-24 16:54:33,965856073,PLINE200,DOWN,"","",F5_2
2023-01-24 16:28:30,965849794,PLINE200,UP,"","",SICONNEX_2
2023-01-24 16:14:55,965846907,PLINE300,DOWN,"","",EXCEL_1
2023-01-24 16:07:55,965845196,PLINE300,DOWN,UP,DOWN,LithoCluster_3400
2023-01-24 16:07:55,965845196,PLINE300,DOWN,UP,DOWN,TR3400
2023-01-24 16:07:45,965845140,PLINE200,UP,"","",F5_2
2023-01-24 16:00:11,965843842,PLINE300,UP,"","",EXCEL_1
2023-01-24 15:55:53,965843000,PLINE300,UP,"","",ENDURA_3
2023-01-24 15:53:56,965842315,PLINE300,UP,"","",ENDURA_2
2023-01-24 15:41:17,965838450,PLINE300,DOWN,UP,DOWN,LithoCluster_1000
2023-01-24 15:41:17,965838450,PLINE300,DOWN,UP,DOWN,TR1000
2023-01-24 15:19:38,965830440,PLINE300,UP,"","",XP8
2023-01-24 15:16:42,965829200,PLINE200,DOWN,"","",SICONNEX_2
2023-01-24 15:13:47,965827534,PLINE200,DOWN,"","",MIRRA_3
2023-01-24 15:11:44,965826823,PLINE300,UP,"","",QUANTUMXP
2023-01-24 14:48:47,965816712,PLINE300,UP,"","",SEZ304_2
2023-01-24 14:38:25,965812032,PLINE300,DOWN,"","",DNS_6
2023-01-24 14:26:01,965807005,PLINE200,DOWN,"","",ASM750
2023-01-24 14:11:10,965800827,PLINE300,DOWN,"","",SEZ304_2
2023-01-24 13:53:48,965792380,PLINE200,UP,"","",EXPERT1
2023-01-24 13:37:41,965786871,PLINE300,DOWN,"","",XP8
2023-01-24 13:37:22,965786786,PLINE300,DOWN,"","",QUANTUMXP
2023-01-24 13:21:08,965782350,PLINE200,DOWN,"","",MICROS_OUT
2023-01-24 13:09:48,965780555,PLINE300,UP,"","",YS375
2023-01-24 13:04:54,965779863,PLINE300,UP,"","",STOCKER_2
2023-01-24 12:59:12,965778919,PLINE300,UP,"","",EP5
2023-01-24 12:48:41,965775383,PLINE300,DOWN,"","",STOCKER_2
2023-01-24 12:13:08,965767693,PLINE300,DOWN,"","",XP4_2
2023-01-24 12:00:41,965765828,PLINE300,UP,"","",NXWAFER
2023-01-24 11:50:22,965763854,PLINE300,DOWN,"","",EP5
2023-01-24 11:22:46,965757080,PLINE200,UP,"","",MIRRA_2
2023-01-24 11:16:30,965755401,PLINE300,UP,"","",INS3300
2023-01-24 11:02:06,965751365,PLINE300,DOWN,"","",INS3300
2023-01-24 10:49:15,965746720,PLINE300,UP,"","",AIXTRON
2023-01-24 10:41:24,965744719,PLINE200,UP,"","",LAMINATOR_2
2023-01-24 10:38:56,965743583,PLINE300,DOWN,"","",YS375
2023-01-24 10:29:35,965740572,PLINE200,DOWN,"","",F5_2
2023-01-24 10:13:16,965733043,PLINE300,DOWN,"","",NXWAFER
2023-01-24 10:11:36,965731963,PLINE300,UP,"","",F_REX300X_2
2023-01-24 10:03:35,965729009,PLINE300,DOWN,"","",ENDURA_3
2023-01-24 09:59:47,965728013,PLINE200,UP,"","",ENDURA1
2023-01-24 09:53:27,965725892,PLINE300,DOWN,"","",TEL_TACTRAS2
2023-01-24 09:43:51,965722425,PLINE200,DOWN,"","",LAMINATOR_2
2023-01-24 09:42:00,965721913,PLINE300,UP,"","",NOKOTA
2023-01-24 09:15:41,965713110,PLINE300,DOWN,"","",HELIOS1200_2
2023-01-24 09:14:57,965712967,PLINE300,DOWN,"","",LEVITOR4300
2023-01-24 09:08:54,965711792,PLINE200,UP,"","",HITACHI9200
2023-01-24 08:52:31,965709639,PLINE200,UP,"","",FUSIONBONDER
2023-01-24 08:43:43,965708201,PLINE200,DOWN,"","",EDGE_TRIM
2023-01-24 08:10:11,965705416,PLINE200,UP,"","",TEMP_BONDER
2023-01-24 08:05:45,965704922,PLINE200,UP,"","",LAMINATOR_2
2023-01-24 07:52:15,965702891,PLINE200,DOWN,"","",HITACHI9200
2023-01-24 07:47:31,965702085,PLINE200,DOWN,"","",MIRRA_2
2023-01-24 07:37:27,965700011,PLINE200,UP,"","",AST2
2023-01-24 07:29:31,965698025,PLINE300,DOWN,"","",NOKOTA
2023-01-24 07:25:15,965697373,PLINE200,DOWN,"","",EXPERT1
2023-01-24 07:20:53,965696686,PLINE200,UP,"","",GRINDER
2023-01-24 07:19:40,965696596,PLINE300,DOWN,"","",AIXTRON
2023-01-24 06:51:55,965689797,PLINE200,DOWN,"","",ENDURA1
2023-01-24 06:33:26,965686160,PLINE200,DOWN,"","",AST2
2023-01-24 06:29:43,965685708,PLINE300,UP,"","",TRPROAP
2023-01-24 05:38:50,965680687,PLINE300,DOWN,"","",TRPROAP
2023-01-24 05:30:30,965679610,PLINE300,UP,"","",DNS_5
2023-01-24 05:25:15,965678674,PLINE300,UP,"","",DNS_9
2023-01-24 04:44:11,965674434,PLINE300,UP,"","",SP5
2023-01-24 04:28:04,965673278,PLINE300,DOWN,"","",SP5
2023-01-24 03:46:17,965671762,PLINE200,DOWN,"","",FUSIONBONDER
2023-01-24 03:31:14,965670966,PLINE300,UP,"","",CENTURA
2023-01-24 03:29:25,965670638,PLINE300,DOWN,"","",DNS_5
2023-01-24 02:30:09,965663249,PLINE300,DOWN,"","",DNS_9
2023-01-24 02:24:48,965661891,PLINE300,UP,"","",LAM_E6
2023-01-24 02:19:27,965660590,PLINE200,DOWN,"","",GRINDER
2023-01-24 02:07:49,965658836,PLINE300,DOWN,"","",CENTURA
2023-01-24 02:05:55,965658390,PLINE300,UP,"","",EAGLE12_3
2023-01-24 01:39:58,965654221,PLINE300,DOWN,"","",A412
2023-01-24 01:28:47,965652986,PLINE300,UP,UP,UP,LithoCluster_1000
2023-01-24 01:28:47,965652986,PLINE300,UP,UP,UP,TR1000
2023-01-24 01:16:24,965651119,PLINE300,DOWN,"","",ENDURA_2
2023-01-24 01:12:52,965650613,PLINE200,UP,"","",WETSTRIP_WB
2023-01-24 01:10:16,965650213,PLINE300,UP,"","",HELIOS1200
2023-01-24 01:07:04,965649884,PLINE200,UP,"","",MATTSON
2023-01-24 00:58:59,965648540,PLINE200,DOWN,"","",TEMP_BONDER
2023-01-24 00:53:39,965647593,PLINE200,DOWN,"","",WETSTRIP_WB
2023-01-24 00:36:11,965646284,PLINE200,UP,"","",TELACT8_200
2023-01-24 00:00:01,965639986,PLINE300,DOWN,DOWN,UP,LithoCluster_1000
2023-01-24 00:00:01,965639986,PLINE300,UP,DOWN,UP,TR1000
2023-01-23 23:18:36,965630450,PLINE200,DOWN,"","",TELACT8_200
2023-01-23 23:14:15,965629492,PLINE200,DOWN,"","",MATTSON
2023-01-23 22:39:46,965622117,PLINE300,UP,"","",EXTREME_1
2023-01-23 22:27:34,965619151,PLINE300,DOWN,"","",EAGLE12_3
2023-01-23 22:14:57,965616755,PLINE300,UP,"","",EDR7100
2023-01-23 22:09:21,965615744,PLINE300,DOWN,"","",HELIOS1200
2023-01-23 21:57:20,965613601,PLINE300,UP,"","",DNS_5
2023-01-23 21:47:12,965612002,PLINE300,UP,"","",F_REX300X_1
2023-01-23 21:32:58,965608837,PLINE200,UP,"","",MIRRA_OX
2023-01-23 21:30:15,965608357,PLINE300,UP,"","",SABRE
2023-01-23 21:29:29,965608281,PLINE300,UP,"","",NOKOTA
2023-01-23 21:22:06,965607033,PLINE300,DOWN,"","",LAM_E6
2023-01-23 21:17:38,965606118,PLINE300,UP,"","",NXWAFER
2023-01-23 21:04:43,965603813,PLINE200,UP,"","",SEZ_2
2023-01-23 20:52:10,965601613,PLINE200,DOWN,"","",SEZ_2
2023-01-23 20:43:09,965599822,PLINE300,UP,"","",HELIOS1200_2
2023-01-23 20:28:07,965596149,PLINE300,DOWN,"","",NXWAFER
2023-01-23 20:10:56,965592267,PLINE300,UP,"","",LAM_E6_3
2023-01-23 20:00:47,965590228,PLINE300,UP,"","",REFLEXION_2
2023-01-23 19:43:47,965585013,PLINE300,DOWN,"","",DNS_5
2023-01-23 19:41:23,965583991,PLINE200,UP,"","",DCVD_CF
2023-01-23 19:32:50,965582718,PLINE300,DOWN,"","",F_REX300X_1
2023-01-23 19:04:03,965575893,PLINE300,UP,"","",PRODUCER_4
2023-01-23 18:54:40,965572481,PLINE300,UP,"","",NXWAFER
2023-01-23 18:49:26,965571072,PLINE300,DOWN,"","",TXRF300
2023-01-23 18:38:00,965565055,PLINE200,DOWN,"","",LAMINATOR_2
2023-01-23 18:25:52,965554825,PLINE300,DOWN,"","",REFLEXION_2
2023-01-23 18:22:31,965552979,PLINE300,UP,"","",EXCEL_2
2023-01-23 18:11:05,965543560,PLINE300,UP,UP,UP,LithoCluster_1000
2023-01-23 18:11:05,965543560,PLINE300,UP,UP,UP,TR1000
2023-01-23 17:58:36,965532023,PLINE300,UP,"","",CELLESTA
2023-01-23 17:23:08,965509919,PLINE300,UP,"","",LEVITOR4300
2023-01-23 17:11:02,965507629,PLINE300,DOWN,"","",DNS_4
2023-01-23 17:02:58,965505217,PLINE200,DOWN,"","",MIRRA_OX
2023-01-23 16:46:23,965502356,PLINE300,UP,"","",HELIOS460
2023-01-23 16:38:12,965501306,PLINE200,UP,"","",SEZ_2
2023-01-23 15:56:55,965491164,PLINE300,UP,"","",SEMVISION
2023-01-23 15:50:09,965488347,PLINE300,DOWN,"","",NOKOTA
2023-01-23 15:37:25,965483812,PLINE300,DOWN,"","",SABRE
2023-01-23 15:31:50,965482626,PLINE200,UP,"","",SEZ_3
2023-01-23 15:24:20,965480078,PLINE300,DOWN,"","",VORTEX_2
2023-01-23 15:20:35,965479049,PLINE300,UP,"","",SEZ304
2023-01-23 15:16:33,965477494,PLINE300,UP,"","",DNS_6
2023-01-23 15:09:57,965474946,PLINE300,DOWN,"","",CELLESTA
2023-01-23 15:02:59,965472654,PLINE300,DOWN,"","",HELIOS1200_2
2023-01-23 15:01:12,965471912,PLINE300,UP,"","",THERMAPROBE
2023-01-23 14:57:43,965470852,PLINE200,UP,"","",SPTS_OMEGA
2023-01-23 14:52:22,965469696,PLINE200,DOWN,"","",DCVD_CF
2023-01-23 14:47:39,965468584,PLINE200,DOWN,"","",SEZ_2
2023-01-23 14:42:06,965467829,PLINE300,DOWN,"","",THERMAPROBE
2023-01-23 14:22:31,965462539,PLINE300,DOWN,"","",NXWAFER
2023-01-23 14:15:00,965461116,PLINE300,DOWN,"","",SEZ304
2023-01-23 14:06:51,965458131,PLINE300,DOWN,"","",EXCEL_2
2023-01-23 13:58:25,965454430,PLINE200,DOWN,"","",SEZ_3
2023-01-23 13:52:31,965452453,PLINE300,DOWN,"","",DNS_6
2023-01-23 13:31:59,965444948,PLINE200,DOWN,"","",SPTS_OMEGA
2023-01-23 13:28:07,965443763,PLINE200,UP,"","",AMAT_HIK
2023-01-23 13:26:13,965442968,PLINE300,UP,"","",ALTUS
2023-01-23 13:25:29,965442695,PLINE200,UP,"","",NV8201
2023-01-23 13:13:47,965439620,PLINE300,DOWN,"","",PRODUCER_4
2023-01-23 12:37:48,965430656,PLINE300,UP,"","",EP5
2023-01-23 12:36:35,965430495,PLINE200,UP,"","",MIRRA_2
2023-01-23 12:05:10,965425220,PLINE300,DOWN,"","",EXTREME_1
2023-01-23 12:04:46,965425093,PLINE200,UP,"","",FUSIONBONDER
2023-01-23 11:59:49,965423846,PLINE300,DOWN,"","",EP5
2023-01-23 11:53:50,965422083,PLINE200,UP,"","",MIRRA_3
2023-01-23 11:50:41,965420969,PLINE300,DOWN,"","",SEMVISION
2023-01-23 11:50:29,965420945,PLINE300,UP,"","",EAGLE12
2023-01-23 11:49:30,965420765,PLINE200,UP,"","",SICONNEX
2023-01-23 11:46:16,965420028,PLINE200,UP,"","",ASM750
2023-01-23 11:37:10,965417958,PLINE200,DOWN,"","",MIRRA_2
2023-01-23 11:36:40,965417772,PLINE200,UP,"","",SPTS_OMEGA
2023-01-23 11:25:41,965414296,PLINE200,UP,"","",FC150
2023-01-23 11:15:36,965410082,PLINE200,DOWN,"","",SPTS_OMEGA
2023-01-23 11:13:07,965408874,PLINE200,UP,"","",CIPT
2023-01-23 11:08:10,965407267,PLINE200,UP,"","",AMAT_CVD
2023-01-23 11:02:03,965405271,PLINE300,UP,"","",POLARKERR_2
2023-01-23 11:00:57,965405022,PLINE300,DOWN,"","",EAGLE12
2023-01-23 10:55:59,965403327,PLINE300,UP,"","",EPSILON3200
2023-01-23 10:44:54,965401063,PLINE200,DOWN,"","",NV8201
2023-01-23 10:44:53,965401057,PLINE200,DOWN,"","",AMAT_CVD
2023-01-23 10:43:27,965400246,PLINE200,DOWN,"","",FUSIONBONDER
2023-01-23 10:40:45,965399563,PLINE200,DOWN,"","",MIRRA_3
2023-01-23 10:26:25,965396044,PLINE300,DOWN,"","",POLARKERR_2
2023-01-23 10:15:43,965391742,PLINE200,DOWN,"","",FC150
2023-01-23 10:11:22,965389922,PLINE200,UP,"","",AMAT_CVD
2023-01-23 09:54:18,965385878,PLINE300,DOWN,"","",LAM_E6_3
2023-01-23 09:39:22,965382727,PLINE200,UP,"","",CINTILLIO
2023-01-23 09:03:24,965372937,PLINE300,DOWN,"","",GENI
2023-01-23 08:55:35,965370721,PLINE300,DOWN,"","",EBEAM300
2023-01-23 08:54:36,965370530,PLINE200,DOWN,"","",CINTILLIO
2023-01-23 08:52:17,965370173,PLINE200,UP,"","",SPTS_OMEGA
2023-01-23 08:50:51,965369913,PLINE200,UP,"","",AMAT_MEK
2023-01-23 08:47:18,965369296,PLINE300,DOWN,"","",LEVITOR4300
2023-01-23 08:46:37,965369229,PLINE300,DOWN,"","",ALTUS
2023-01-23 08:43:30,965369040,PLINE200,UP,"","",NV8201
2023-01-23 08:39:24,965368335,PLINE300,DOWN,"","",EXCEL_1
2023-01-23 08:03:43,965363629,PLINE200,UP,"","",ASM200
2023-01-23 08:02:43,965363491,PLINE200,DOWN,"","",ASM750
2023-01-23 08:00:53,965363372,PLINE200,UP,"","",INNOLAS
2023-01-23 07:55:47,965362994,PLINE200,DOWN,"","",SPTS_OMEGA
2023-01-23 07:49:41,965362100,PLINE200,UP,"","",MIRRA_OX
2023-01-23 07:41:18,965360268,PLINE300,UP,UP,UP,LithoCluster_3400
2023-01-23 07:41:18,965360268,PLINE300,UP,UP,UP,TR3400
2023-01-23 07:18:50,965355799,PLINE200,UP,"","",TELACT8_1100
2023-01-23 07:04:02,965351779,PLINE300,DOWN,"","",F_REX300X_2
2023-01-23 07:01:16,965351118,PLINE200,DOWN,"","",ASM200
