DEL_FLAG,FACILITY,ENT_NAME,ROW_ID,CSIM_TIMESTAMP,Area
N,PLINE300,H4000_2,5445,2/5/2023 17:14,Area/ILIME/Metrology/Inspections
N,PLINE300,NOVA200_2,4673,2/5/2023 17:16,Area/ELMIC/Metrology/Inspections
N,PLINE300,F_REX300X_2,22978,2/5/2023 17:16,Area/WMCE/Cmp/Cmp
N,PLINE200,SP1_DLS,3960,2/5/2023 17:17,Area/ILIME/Metrology/Defectivity
N,PLINE200,CHRONOS_WB,6852,2/5/2023 17:29,Area/WMCE/Clean/Etch
N,PLINE300,VERSALIS,12113,2/5/2023 17:30,Area/ISE/Etch/CombinedEtch
N,PLINE300,SU8000,5443,2/5/2023 17:30,Area/ELMIC/Metrology/Inspections
N,PLINE300,ENDURA_4,6953,2/5/2023 17:34,Area/DDPVD/Deposition/PVD
N,PLINE200,DOM_FEOL,3841,2/5/2023 17:35,Area/ISE/Etch/CombinedEtch
N,PLINE300,CELLESTA,6653,2/5/2023 17:44,Area/WMCE/Clean/Etch
N,PLINE200,SORT_CMP,3955,2/5/2023 17:45,Area/ISE/Sorter/Sorter
N,PLINE300,APA,12887,2/5/2023 17:48,Area/DDEPI/Deposition/EPI
N,PLINE200,MENTOR200,3874,2/5/2023 17:53,Area/ILIME/Metrology/Inspections
N,PLINE300,VERIOS,20579,2/5/2023 17:55,Area/ELMIC/Metrology/Inspections
N,PLINE300,HELIOS460,11926,2/5/2023 17:55,Area/ELMIC/Metrology/Inspections
N,PLINE300,EXTREME_2,24044,2/5/2023 17:55,Area/DDCVD/Deposition/CVD
N,PLINE300,HELIOS1200_2,20568,2/5/2023 17:58,Area/ELMIC/Metrology/Inspections
N,PLINE200,SRD_1,4429,2/5/2023 18:02,Area/WMCE/Clean/Etch
N,PLINE200,SP2_200,21757,2/5/2023 18:05,Area/ILIME/Metrology/Defectivity
N,PLINE200,SPTS_BEOL,26262,2/5/2023 18:05,Area/ISE/Etch/CombinedEtch
N,PLINE300,TEL_TACTRAS2,9666,2/5/2023 18:09,Area/ISE/Etch/CombinedEtch
N,PLINE300,SEMVISION,4926,2/5/2023 18:23,Area/ILIME/Metrology/Defectivity
N,PLINE300,PRODUCER_2,1056,2/5/2023 18:44,Area/DDCVD/Deposition/CVD
N,PLINE300,A412,1715,2/5/2023 18:47,Area/DDDIFFUSION/Anneal/AnnealOven
N,PLINE300,PRACTOR,1094,2/5/2023 18:56,Area/ISE/Stocker/Stocker
N,PLINE300,EPSILON3200,736,2/5/2023 19:01,Area/DDALD/Deposition/ALD
N,PLINE200,ISIS,4436,2/5/2023 19:01,Area/ILIME/Metrology/Inspections
N,PLINE200,RS75TC,3948,2/5/2023 19:03,Area/ILIME/Metrology
N,PLINE300,INS3300,261,2/5/2023 19:06,Area/ILIME/Metrology/Inspections
N,PLINE200,ENDURA1,3846,2/5/2023 19:07,Area/DDPVD/Deposition/PVD
N,PLINE300,GEMINI,14546,2/5/2023 19:18,Area/WBA/Assembly/Bonding
N,PLINE300,JVX7300M,8487,2/5/2023 19:19,Area/ILIME/Metrology/Inspections
N,PLINE300,DNS_9,20972,2/5/2023 19:21,Area/WMCE/Clean/Etch
N,PLINE300,TEL_NS300,7561,2/5/2023 19:22,Area/WMCE/Clean/Clean
N,PLINE300,EDR7100,9588,2/5/2023 19:22,Area/ILIME/Metrology/Defectivity
N,PLINE300,H6300,13055,2/5/2023 19:22,Area/ILIME/Metrology/Inspections
N,PLINE300,H5000_2,10206,2/5/2023 19:23,Area/ILIME/Metrology/Inspections
N,PLINE300,HITACHI4000,2909,2/5/2023 19:25,Area/ILIME/Metrology/Inspections
N,PLINE200,ZI2000,14366,2/5/2023 19:27,Area/ILIME/Metrology/Defectivity
N,PLINE200,SORT_CU,3956,2/5/2023 19:28,Area/ISE/Sorter/Sorter
N,PLINE300,SC1950,7379,2/5/2023 19:28,Area/Litho/Exposure/Scanner
N,PLINE300,HITACHI5000,7554,2/5/2023 19:29,Area/ILIME/Metrology/Inspections
N,PLINE300,YS250,11108,2/5/2023 19:30,Area/ILIME/Metrology/Inspections
N,PLINE200,LAM_POLY,4773,2/5/2023 19:32,Area/ISE/Etch/CombinedEtch
N,PLINE300,ANELVA,704,2/5/2023 19:35,Area/DDPVD/Deposition/PVD
N,PLINE300,TEL_LEAGA,20891,2/5/2023 19:38,Area/ISE/Etch/CombinedEtch
N,PLINE300,PROVISION2E,21934,2/5/2023 19:39,Area/ILIME/Metrology/Defectivity
N,PLINE200,PROFILER,5623,2/5/2023 19:39,Area/ILIME/Metrology/Profilometry
N,PLINE300,INTREPID_2,18986,2/5/2023 19:40,Area/DDEPI/Deposition/EPI
N,PLINE300,SEZ304,433,2/5/2023 19:41,Area/WMCE/Clean/Etch
N,PLINE300,LAM_E6_2,21501,2/5/2023 19:49,Area/ISE/Etch/CombinedEtch
N,PLINE300,SPECTRA10K,13060,2/5/2023 19:49,Area/ILIME/Metrology/Inspections
N,PLINE200,TEMP_BONDER,9290,2/5/2023 19:51,Area/WBA/Assembly/Bonding
N,PLINE300,A412_3,7633,2/5/2023 19:51,Area/DDDIFFUSION/Anneal/AnnealOven
N,PLINE300,NX3DM,12107,2/5/2023 19:52,Area/ILIME/Metrology/Inspections
N,PLINE200,ASM200,3829,2/5/2023 19:52,Area/Litho/Exposure/Scanner
N,PLINE200,ARCHER,75,2/5/2023 19:55,Area/ILIME/Metrology/Inspections
N,PLINE300,PRACTOR_2,3755,2/5/2023 19:55,Area/ISE/Stocker/Stocker
N,PLINE300,DNS_5,10986,2/5/2023 19:56,Area/WMCE/Clean/Etch
N,PLINE300,OPTIMA,1082,2/5/2023 19:59,Area/ISE/Implantation/Implantation
N,PLINE300,PRACTOR_3,7457,2/5/2023 20:03,Area/ISE/Stocker/Stocker
N,PLINE300,TITAN,10448,2/5/2023 20:05,Area/ELMIC/Metrology/Inspections
N,PLINE300,SORT2,150,2/5/2023 20:10,Area/ISE/Sorter/Sorter
N,PLINE300,INS300,2003,2/5/2023 20:11,Area/ILIME/Metrology/Inspections
N,PLINE300,HELIOS450,10449,2/5/2023 20:12,Area/ELMIC/Metrology/Inspections
N,PLINE200,ETCH_WB,3850,2/5/2023 20:13,Area/WMCE/Clean/Etch
N,PLINE300,TECNAIF30,10447,2/5/2023 20:13,Area/ELMIC/Metrology/Inspections
N,PLINE200,P3_NITRIDE,3937,2/5/2023 20:13,Area/DDDIFFUSION/Anneal/AnnealOven
N,PLINE300,SEZ304_2,1249,2/5/2023 20:16,Area/WMCE/Clean/Etch
N,PLINE300,SORT1,82,2/5/2023 20:17,Area/ISE/Sorter/Sorter
N,PLINE300,ARCHER200,4934,2/5/2023 20:17,Area/ILIME/Metrology/Inspections
N,PLINE300,PRODUCER,264,2/5/2023 20:18,Area/DDCVD/Deposition/CVD
N,PLINE300,ANELVA_3,9566,2/5/2023 20:20,Area/DDPVD/Deposition/PVD
N,PLINE200,DNS_8,12767,2/5/2023 20:25,Area/WMCE/Clean/Etch
N,PLINE300,TXRF300,4806,2/5/2023 20:29,Area/ILIME/Metrology/Txrf
N,PLINE200,CS4800,23002,2/5/2023 20:30,Area/ILIME/Metrology/Inspections
N,PLINE300,HYBRID_BONDER,24370,2/5/2023 20:31,Area/WBA/Assembly/Bonding
N,PLINE200,INNOLAS,4524,2/5/2023 20:34,Area/ISE/Misc/Misc
N,PLINE300,INTEGRA,4785,2/5/2023 20:36,Area/ISE/Etch/Strip
N,PLINE300,RS100C,265,2/5/2023 20:38,Area/ILIME/Metrology
N,PLINE300,DNS_4,6277,2/5/2023 20:38,Area/WMCE/Clean/Etch
N,PLINE200,SORT_DETS,3957,2/5/2023 20:38,Area/ISE/Sorter/Sorter
N,PLINE300,SORT5,19412,2/5/2023 20:41,Area/ISE/Sorter/Sorter
N,PLINE200,P2_TEOS,3936,2/5/2023 20:44,Area/DDDIFFUSION/Anneal/AnnealOven
N,PLINE300,LAM_E5,7694,2/5/2023 20:47,Area/ISE/Etch/CombinedEtch
N,PLINE200,EXPERT1,13066,2/5/2023 20:47,Area/ILIME/Metrology/Inspections
N,PLINE300,SCD100,429,2/5/2023 20:52,Area/ILIME/Metrology/Ellipsometry
N,PLINE200,DCVD_CF,3838,2/5/2023 20:55,Area/DDCVD/Deposition/CVD
N,PLINE200,SEZ_3,24758,2/5/2023 20:57,Area/WMCE/Clean/Etch
N,PLINE300,SP3,8074,2/5/2023 21:14,Area/ILIME/Metrology/Defectivity
N,PLINE300,F5_SCD,79,2/5/2023 21:15,Area/ILIME/Metrology/Ellipsometry
N,PLINE300,LAM_E6,19200,2/5/2023 21:18,Area/ISE/Etch/CombinedEtch
N,PLINE300,DNS_6,10996,2/5/2023 21:27,Area/WMCE/Clean/Etch
N,PLINE300,TR3400,20749,2/5/2023 21:30,Area/Litho/Exposure/Track
N,PLINE200,CINTILLIO,6004,2/5/2023 21:32,Area/WMCE/Clean/Etch
N,PLINE200,DOM_BEOL_CU,3840,2/5/2023 21:34,Area/ISE/Etch/CombinedEtch
N,PLINE200,MATTSON_II,3873,2/5/2023 21:36,Area/ISE/Etch/Strip
N,PLINE300,SP5,20556,2/5/2023 21:41,Area/ILIME/Metrology/Defectivity
N,PLINE300,XP4_2,13686,2/5/2023 21:41,Area/DDALD/Deposition/ALD
N,PLINE200,F5_2,3852,2/5/2023 21:44,Area/ILIME/Metrology/Ellipsometry
N,PLINE300,HELIOS1200,10907,2/5/2023 21:52,Area/ELMIC/Metrology/Inspections
N,PLINE300,ALERIS,2862,2/5/2023 21:54,Area/ILIME/Metrology/Ellipsometry
N,PLINE300,SORT4,11786,2/5/2023 21:54,Area/ISE/Sorter/Sorter
N,PLINE300,SCHEDULER,1507,2/5/2023 21:55,Area/Scheduler/Dummy-Area/Dummy-Area
N,PLINE200,NV8201,3885,2/5/2023 21:56,Area/ISE/Implantation/Implantation
N,PLINE200,AST_CU,3833,2/5/2023 21:58,Area/DDDIFFUSION/Anneal/AnnealOven
N,PLINE200,SORT_OVENS,3959,2/5/2023 22:00,Area/ISE/Sorter/Sorter
N,PLINE200,SEZ_2,3954,2/5/2023 22:03,Area/WMCE/Clean/Etch
N,PLINE300,EAGLE12,1400,2/5/2023 22:04,Area/DDALD/Deposition/ALD
N,PLINE300,CIRCL,10087,2/5/2023 22:04,Area/ILIME/Metrology/Inspections
N,PLINE300,DVPRIME_1,24493,2/5/2023 22:06,Area/WMCE/Clean/Etch
