DATE_TIME_STAMP_Begin,DATE_TIME_STAMP_End,EVENT_ROW_ID_Begin,EVENT_ROW_ID_End,FO_ROW_ID,ResTk,USER_ID_Begin,USER_ID_End,WBS
2022-11-02 22:00:44,2022-11-03 01:42:05,945975988,946004564,20579,N/a,vrebos45,vrebos45,39320/36502
2022-11-02 22:05:19,2022-11-03 01:42:51,945976737,946004642,10907,N/a,derudd92,derudd92,39320/36502
2022-11-03 00:22:25,2022-11-03 02:02:21,945997577,946006935,13809,4167498,hofman72,vleerb85,31199/30079
2022-11-02 19:18:07,2022-11-03 03:40:42,945949030,946023891,10648,4167464,kato15,irutha45,31199/30117
2022-11-03 03:19:05,2022-11-03 05:48:16,946019775,946040981,20579,N/a,derudd92,derudd92,39320/36502
2022-11-03 02:36:06,2022-11-03 05:57:09,946012982,946042353,10907,N/a,vrebos45,vrebos45,39320/36502
2022-11-03 02:26:11,2022-11-03 06:00:48,946010672,946043139,4926,N/a,konecn85,konecn85,98300/14175
2022-11-03 03:17:58,2022-11-03 06:01:17,946019466,946043275,20568,N/a,konecn85,konecn85,38199/01792
2022-11-03 06:08:43,2022-11-03 07:43:33,946044146,946057689,4926,4155973,redants,redants,43013/97275
2022-11-03 06:37:13,2022-11-03 08:20:44,946047142,946061360,5443,4167489,vdbroecn,vdbroecn,31199/31191
2022-11-03 08:45:49,2022-11-03 09:34:17,946065133,946078920,4673,N/a,walika29,walika29,39320/36502
2022-11-03 06:21:53,2022-11-03 09:46:56,946045078,946082394,20568,N/a,sainch77,sainch77,39320/36502
2022-11-03 08:04:27,2022-11-03 09:49:31,946060021,946083071,13809,4158403,maessc90,maessc90,31199/30079
2022-11-03 08:02:17,2022-11-03 09:49:54,946059832,946083281,13810,4158404,maessc90,maessc90,31199/30079
2022-11-03 07:58:15,2022-11-03 09:50:38,946059365,946083591,10907,4167008,beirnaer,beirnaer,38199/01490
2022-11-03 08:29:59,2022-11-03 09:56:17,946062177,946086229,20749,4167650,roy82,roy82,31199/00653
2022-11-03 06:46:06,2022-11-03 09:56:35,946048583,946086332,14921,N/a,gade18,gade18,39320/36502
2022-11-03 08:30:14,2022-11-03 09:56:51,946062279,946086431,20795,4167649,roy82,roy82,31199/00653
2022-11-03 09:00:48,2022-11-03 09:57:25,946066580,946086573,21486,4155818,segers56,segers56,97401/14983
2022-11-02 11:01:47,2022-11-03 10:42:34,945803752,946097653,23988,4167480,kramac15,thukka30,30990/32063
2022-11-03 10:05:16,2022-11-03 10:59:37,946087990,946101727,5635,4167533,mingar54,vanpuym,32099/01821
2022-11-03 10:34:23,2022-11-03 11:16:59,946096380,946107357,21501,4167572,ghorba81,ghorba81,31299/02062
2022-11-03 11:05:16,2022-11-03 11:17:50,946102673,946107458,16067,N/a,dekkers,1f8psvc,31499/01284
2022-11-03 11:00:04,2022-11-03 12:40:41,946101802,946135931,5463,4167760,vanpuym,vanpuym,31012/01649
2022-11-03 10:34:05,2022-11-03 12:42:12,946096347,946136346,20568,N/a,gade18,gade18,39320/36502
2022-11-03 10:43:00,2022-11-03 12:50:00,946097693,946137356,23988,4167936,thukka30,thukka30,30990/32063
2022-11-03 11:11:38,2022-11-03 13:01:42,946105217,946139070,264,N/a,gomezg80,1f8psvc,39424/01222
2022-11-03 12:23:11,2022-11-03 13:06:30,946131957,946139597,429,4167796,marian80,marian80,30990/32063
2022-11-03 11:12:45,2022-11-03 13:06:33,946105592,946139605,3884,4157493,hendri21,hendri21,97406/01185
2022-11-03 10:27:46,2022-11-03 13:33:17,946095101,946144879,24044,4167586,talmel16,talmel16,31499/01951
2022-11-03 11:20:50,2022-11-03 13:41:32,946107998,946146819,20579,N/a,sainch77,sainch77,39320/36502
2022-11-03 13:15:37,2022-11-03 14:00:31,946140836,946152910,4673,4166298,lux,lux,98500/01852
2022-11-03 09:59:25,2022-11-03 14:04:20,946086790,946153264,10907,N/a,michal78,michal78,39320/36502
2022-11-03 14:18:13,2022-11-03 14:33:39,946159843,946164387,8487,4167702,pena,pena,98600/01847
2022-11-03 13:25:28,2022-11-03 14:47:09,946143359,946169610,12955,4167629,chowri97,chowri97,31199/01988
