Cluster,Description,Fab300_Begin,Fab300_End,Fab300_Res_id,Fab300_User_id,FACILITY,IIO_Begin,IIO_End,IIO_Res_id,IIO_User_id,Modules,Tool,WBS
1,BB305 bond quality,2022-11-07 12:49:54,2022-11-07 17:06:00,447,ghosh40,PLINE200,2022-11-07 13:00:00,2022-11-07 16:00:00,1121,ghosh40,"",TEMP_BONDER,98500/01852
1,Bonding glass/TOK to glass/PI,2022-11-07 15:24:48,2022-11-07 17:20:08,427,wysock13,PLINE200,2022-11-07 15:00:00,2022-11-07 17:30:00,1041,wysock13,"",BONDER_200,97401/00942
1,BSD,2022-11-14 07:16:08,2022-11-14 09:12:55,339,cochet,PLINE300,2022-11-14 07:00:00,2022-11-14 09:30:00,753,cochet,"",NOVA200_2,32299/00013
1,Cleaning evaluation,2022-11-17 12:05:03,2022-11-17 15:16:38,503,sugawa19,PLINE300,2022-11-17 12:00:00,2022-11-17 18:00:00,1265,sugawa19,LP1;LP2;CL1B;CL2B;CL3B;CL4B;PM_C;NOVA,F_REX300X_2,31399/01183
1,coupon samples for Donggyu Kim,2022-11-03 09:10:06,2022-11-03 17:39:53,6,kim19,PLINE300,2022-11-03 09:00:00,2022-11-03 17:00:00,366,ripj,"",METRIXL,32005/01299
1,devinp,2022-11-03 17:22:39,2022-11-03 21:39:36,39,vbelle62,PLINE300,2022-11-03 15:00:00,2022-11-03 21:30:00,243,vbelle62,"",NX3DM,36003/01224
1,devinp,2022-11-07 07:15:11,2022-11-07 14:52:57,152,gompou79,PLINE200,2022-11-07 06:30:00,2022-11-07 14:00:00,1059,gompou79,"",KLA2351,32299/31838
1,devinp,2022-11-14 12:13:40,2022-11-14 14:03:51,237,janard53,PLINE300,2022-11-14 12:00:00,2022-11-14 13:30:00,254,janard53,"",SEMVISION,00999/00505
1,devinp,2022-11-16 09:27:21,2022-11-16 14:19:36,222,vbelle62,PLINE300,2022-11-16 07:00:00,2022-11-16 13:30:00,375,vbelle62,"",NXWAFER,36003/01224
1,Devinps,2022-11-02 16:40:14,2022-11-02 21:50:03,72,gompou79,PLINE300,2022-11-02 16:30:00,2022-11-02 18:30:00,1128,gompou79,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,36003/36503
1,Devinps,2022-11-02 16:40:14,2022-11-02 21:50:03,72,gompou79,PLINE300,2022-11-02 19:30:00,2022-11-02 22:00:00,1129,gompou79,LP1;LP2;LP3;PM1;PM2;PM3,CIRCL,36003/36503
1,DMA-TMS passivation;DMATMS on SiNx,2022-11-17 13:21:33,2022-11-17 15:29:52,462,mandal97,PLINE300,2022-11-17 13:00:00,2022-11-17 21:00:00,1206,mandal97;pasqua16,LP1;PM4,TEL_TACTRAS2,31199/01765
1,HMI,2022-11-09 14:50:22,2022-11-09 16:12:15,460,vallat65,PLINE300,2022-11-09 15:00:00,2022-11-09 17:00:00,1456,vallat65,LP3;PM6,TEL_TACTRAS2,98601/31507
1,iLIME ID:20220819-103159-sinha70,2022-11-04 07:10:13,2022-11-04 11:03:35,349,dara85,PLINE300,2022-11-04 07:00:00,2022-11-04 11:00:00,849,dara85,"",TXRF300,31499/00379
1,Imaging electrodeposited layers,2022-11-17 12:24:31,2022-11-17 12:32:41,333,aarts61,PLINE300,2022-11-17 12:30:00,2022-11-17 14:00:00,213,aarts61,"",NOVA200_2,97406/01185
1,Imaging electrodeposited layers,2022-11-17 12:57:20,2022-11-17 14:04:36,334,aarts61,PLINE300,2022-11-17 12:30:00,2022-11-17 14:00:00,213,aarts61,"",NOVA200_2,97406/01185
1,Insp,2022-11-08 06:11:20,2022-11-08 07:55:26,250,engelen,PLINE300,2022-11-08 06:00:00,2022-11-08 08:00:00,165,engelen,"",SEMVISION,37004/37141
1,Insp,2022-11-08 18:34:13,2022-11-08 19:48:41,253,redants,PLINE300,2022-11-08 18:30:00,2022-11-08 20:00:00,184,redants,"",SEMVISION,31029/01811
1,JSR Private,2022-11-16 14:40:02,2022-11-16 15:21:46,420,krishn87,PLINE200,2022-11-16 14:30:00,2022-11-16 15:30:00,1029,krishn87,"",ASM750,31199/01513
1,LF process development,2022-11-09 12:49:13,2022-11-09 15:50:31,509,dith82,PLINE300,2022-11-09 13:00:00,2022-11-09 16:00:00,1309,dith82,LP1;LP2;LP3;LP4;PM_R2,DVPRIME_1,98600/31827
1,lot,2022-11-15 10:18:26,2022-11-15 13:15:59,452,han41,PLINE200,2022-11-15 10:00:00,2022-11-15 11:30:00,1047,han41,"",TEMP_BONDER,36671/01224
1,lot processing,2022-11-01 10:14:39,2022-11-01 12:01:50,17,le27,PLINE300,2022-11-01 10:00:00,2022-11-01 12:00:00,483,robber85,"",SC1000,31199/30079
1,Low T IGZO deposition,2022-11-16 17:00:07,2022-11-16 18:20:56,36,dekkers,PLINE300,2022-11-16 16:00:00,2022-11-16 18:00:00,1277,dekkers,LP1;CH3;CHE,ENDURA_3,31499/01284
1,meas,2022-11-09 11:01:24,2022-11-09 15:04:35,285,chowri97,PLINE300,2022-11-09 15:00:00,2022-11-09 16:00:00,469,chowri97,"",KLA2925,31199/01988
1,metro,2022-11-02 10:04:04,2022-11-02 10:55:45,320,hsingy35,PLINE300,2022-11-02 10:00:00,2022-11-02 11:00:00,396,houben21,"",SCD100,30990/32063
1,metro,2022-11-10 15:04:15,2022-11-10 15:28:25,376,arnou66,PLINE300,2022-11-10 15:00:00,2022-11-10 15:30:00,408,knaepen,"",SP5,30990/32063
1,Placeholder,2022-11-10 17:22:02,2022-11-10 21:40:57,86,peeter11,PLINE300,2022-11-10 18:00:00,2022-11-10 19:00:00,240,stiersj,"",HELIOS1200,38199/01490
1,PMMA etch,2022-11-14 09:26:55,2022-11-14 13:11:11,489,arvind29,PLINE300,2022-11-14 09:00:00,2022-11-14 11:00:00,1189,arvind29,LP1;PM1,LAM_E6,31199/02272
1,prcoess hold lot with BS APM,2022-11-09 08:56:02,2022-11-09 11:58:37,508,lai86,PLINE300,2022-11-09 09:00:00,2022-11-09 12:00:00,1362,lai86,LP2;LP3;PM_L1;PM_L2;PM_R1,DVPRIME_1,37092/02174
1,Process AL219516,2022-11-07 15:05:52,2022-11-07 20:15:18,128,vdweeg61,PLINE300,2022-11-07 14:00:00,2022-11-07 21:30:00,1218,vdweeg61,LP1;LP2;LP3;LP4;PM_A;PM_B,F_REX300X_1,38199/01284
1,pwec,2022-11-15 07:03:26,2022-11-15 09:48:32,354,baudem,PLINE300,2022-11-15 07:00:00,2022-11-15 10:00:00,584,baudem,"",HITACHI5000,31199/01920
1,recipe,2022-11-09 11:01:24,2022-11-09 15:04:35,285,chowri97,PLINE300,2022-11-09 11:00:00,2022-11-09 13:00:00,468,chowri97,"",KLA2925,31199/01988
1,Ru cmp lot on hold,2022-11-10 10:12:41,2022-11-10 10:13:03,33,heylen,PLINE300,2022-11-10 09:30:00,2022-11-10 17:00:00,1314,heylen,LP1;H1;PM3;PM1,REFLEXION,31399/00039
1,sem,2022-11-04 07:54:47,2022-11-04 08:24:12,257,beirnaer,PLINE300,2022-11-04 08:00:00,2022-11-04 10:00:00,216,beirnaer,"",SEMVISION,32299/00013
1,sem,2022-11-04 08:24:16,2022-11-04 10:02:24,258,beirnaer,PLINE300,2022-11-04 08:00:00,2022-11-04 10:00:00,216,beirnaer,"",SEMVISION,32299/00013
1,sem,2022-11-07 10:35:55,2022-11-07 12:14:06,344,tsvetani,PLINE300,2022-11-07 10:30:00,2022-11-07 11:00:00,260,tsvetani,"",NOVA200_2,38199/01838
1,sem nil,2022-11-10 15:11:38,2022-11-10 17:16:02,338,willegem,PLINE300,2022-11-10 14:00:00,2022-11-10 17:00:00,206,willegem,"",NOVA200_2,97401/01743
1,Si(100),2022-11-16 11:00:24,2022-11-16 12:23:02,361,muehle10,PLINE300,2022-11-16 11:00:00,2022-11-16 12:00:00,352,khazak83,"",JVX7300M,30990/01658
1,SiGe SPC Development,2022-11-02 09:26:22,2022-11-02 10:39:37,493,muraki29,PLINE300,2022-11-02 10:00:00,2022-11-02 16:00:00,1334,muraki29,LP2;PM2;PM3;PM5;PM6,TEL_LEAGA,32005/01675
1,spc test,2022-11-07 14:11:45,2022-11-07 15:11:40,358,pena,PLINE300,2022-11-07 14:00:00,2022-11-07 15:00:00,360,pena,"",JVX7300M,98600/01847
1,spinel IGZO,2022-11-09 15:04:19,2022-11-09 16:33:04,301,agiann70,PLINE300,2022-11-09 14:00:00,2022-11-09 17:00:00,1359,agiann70,LP2;CH4_MC;CHE,ENDURA_5,31299/01284
1,T3 LF process development,2022-11-10 09:41:20,2022-11-10 11:51:37,510,dith82,PLINE300,2022-11-10 10:00:00,2022-11-10 12:00:00,1311,dith82,LP1;LP2;LP3;LP4;PM_R2,DVPRIME_1,36026/01967
1,TBM development,2022-11-10 15:13:02,2022-11-10 16:21:15,450,jedidi64,PLINE200,2022-11-10 13:00:00,2022-11-10 17:00:00,1056,patil20,"",TEMP_BONDER,36671/01221
1,TBM development,2022-11-15 10:18:26,2022-11-15 13:15:59,452,han41,PLINE200,2022-11-15 13:00:00,2022-11-15 16:00:00,1048,patil20,"",TEMP_BONDER,36671/01224
1,tem analyses,2022-11-10 16:56:50,2022-11-10 19:38:18,76,impagn97,PLINE300,2022-11-10 13:30:00,2022-11-10 18:00:00,328,agati92,"",TITAN,42199/00160
1,test,2022-11-09 11:52:16,2022-11-09 13:02:10,365,cloost23,PLINE300,2022-11-09 12:00:00,2022-11-09 14:00:00,939,cloost23,"",H5000_2,31199/30079
1,Test run with vendor,2022-11-09 11:02:42,2022-11-09 11:58:34,454,puliya38,PLINE300,2022-11-09 10:30:00,2022-11-09 12:00:00,1208,puliya38,LP1;PM1,TEL_TACTRAS2,37093/02178
1,Ti(O) H-barrier,2022-11-17 10:38:30,2022-11-17 12:36:35,415,witterst,PLINE300,2022-11-17 10:30:00,2022-11-17 13:00:00,1167,witterst,LP1;CHB,ANELVA,31499/01715
1,trainig,2022-11-10 09:47:24,2022-11-10 14:03:18,369,koylan92,PLINE300,2022-11-10 09:00:00,2022-11-10 15:00:00,876,koylan92,"",TECNAIF30,42199/00160
1,training,2022-11-04 12:34:18,2022-11-04 13:37:35,156,hendri21,PLINE200,2022-11-04 12:30:00,2022-11-04 14:00:00,972,hendri21,"",NOVA200,97406/01185
1,Training EBSD Myriam Van De Peer,2022-11-10 10:15:38,2022-11-10 10:50:15,162,jmesse,PLINE200,2022-11-10 09:00:00,2022-11-10 11:00:00,1052,jmesse,"",XL30_CF,32099/01506
1,trilayer measurement,2022-11-04 09:43:27,2022-11-04 12:19:48,438,perezl56,PLINE200,2022-11-04 09:00:00,2022-11-04 13:00:00,997,perezl56,"",CIPT,31499/01838
1,tst,2022-11-02 07:58:06,2022-11-02 09:55:06,132,lecocq91,PLINE300,2022-11-02 08:00:00,2022-11-02 10:00:00,521,perrem78,"",TR1000,31199/30079
1,W BPR process,2022-11-14 13:12:56,2022-11-14 20:02:49,130,sugawa19,PLINE300,2022-11-14 11:00:00,2022-11-14 18:00:00,1267,sugawa19,LP1;LP2;CL1A;CL2A;CL3A;DR_A,F_REX300X_1,31399/01183
1,xsem,2022-11-15 08:43:41,2022-11-15 09:53:39,172,maes72,PLINE300,2022-11-15 08:30:00,2022-11-15 10:00:00,265,maes72,"",SU8000,37004/15017
