FO_ROW_ID,ResTk,ResWBS,EVENT_ROW_ID,USER_ID,DATE_TIME_STAMP
8133,NULL,NULL,945283942,le27,10/30/2022 15:43
8133,4167011,31199/01514,945934496,furuka28,11/2/2022 18:13
8133,NULL,NULL,945950156,furuka28,11/2/2022 19:27
8133,4167400,31199/30079,946986479,wouter12,11/7/2022 8:26
8133,NULL,NULL,947010346,wouter12,11/7/2022 10:41
8288,NULL,NULL,945405292,perezl56,10/31/2022 9:19
8288,4167061,31499/01838,945405339,perezl56,10/31/2022 9:19
8288,NULL,NULL,945456239,perezl56,10/31/2022 12:26
8288,4168067,31499/01838,946393585,perezl56,11/4/2022 9:43
8288,NULL,NULL,946431747,perezl56,11/4/2022 12:19
8487,4166726,36003/36504,945429725,tielens,10/31/2022 10:07
8487,NULL,NULL,945470227,pena,10/31/2022 13:32
8487,4167322,98600/01847,945855206,pena,11/2/2022 13:52
8487,NULL,NULL,945981300,jaspers,11/2/2022 22:38
8487,4167702,98600/01847,946159843,pena,11/3/2022 14:18
8487,NULL,NULL,946164387,pena,11/3/2022 14:33
8487,4168084,30990/32063,946406743,vegava72,11/4/2022 10:39
8487,NULL,NULL,946611151,jaspers,11/5/2022 0:49
8487,4168369,30990/32063,947022780,claes23,11/7/2022 11:21
8487,NULL,NULL,947059381,pena,11/7/2022 14:11
8487,4168245,98600/01847,947059428,pena,11/7/2022 14:11
8487,NULL,NULL,947074506,pena,11/7/2022 15:11
8487,4168620,30990/01658,947321980,dubey63,11/8/2022 11:38
8487,NULL,NULL,947340690,claes23,11/8/2022 13:08
8487,4169306,36003/01225,947605425,tielens,11/9/2022 10:27
8487,NULL,NULL,947612666,tielens,11/9/2022 10:47
8487,4169258,98600/01847,947613853,pena,11/9/2022 10:53
8487,NULL,NULL,947650088,claes23,11/9/2022 12:16
8598,N/a,32099/01084,947890524,hiro13,11/10/2022 10:20
8598,NULL,NULL,947959658,hiro13,11/10/2022 14:42
8786,4169119,31499/02047,948300207,wijsho15,11/14/2022 10:31
8847,4168287,36671/01224,946671755,han41,11/5/2022 9:56
8847,NULL,NULL,946683137,han41,11/5/2022 11:21
8907,4168387,36004/01224,946991397,nedelj21,11/7/2022 9:21
8907,NULL,NULL,947003508,1f8psvc,11/7/2022 10:09
9290,4167474,98500/01852,945787163,ghosh40,11/2/2022 10:04
9290,NULL,NULL,945798310,ghosh40,11/2/2022 10:37
9290,4167955,32299/00716,946386265,guerrera,11/4/2022 9:10
9290,NULL,NULL,946452799,guerrera,11/4/2022 13:54
9290,4168310,98500/01852,947038403,ghosh40,11/7/2022 12:49
9290,NULL,NULL,947104556,ghosh40,11/7/2022 17:06
9290,4168630,36671/01224,947176634,han41,11/7/2022 20:48
9290,NULL,NULL,947179889,han41,11/7/2022 21:12
9290,N/a,98500/01852,947272689,ghosh40,11/8/2022 8:13
9290,NULL,NULL,947353194,ghosh40,11/8/2022 13:52
9290,4169106,36671/01221,947370439,patil20,11/8/2022 14:23
9290,NULL,NULL,947408507,patil20,11/8/2022 16:24
9290,4169110,36671/01221,947969743,jedidi64,11/10/2022 15:13
9290,NULL,NULL,947994434,jedidi64,11/10/2022 16:21
9290,4170226,31012/01084,948273476,jedidi64,11/14/2022 9:21
9290,NULL,NULL,948375873,jedidi64,11/14/2022 15:15
9588,4169958,00999/00505,947767928,janard53,11/9/2022 19:23
9588,NULL,NULL,947773129,janard53,11/9/2022 20:00
9666,4167171,37093/02175,945426785,puliya38,10/31/2022 9:53
9666,NULL,NULL,945440265,puliya38,10/31/2022 10:54
9666,4167772,31299/01861,946199519,renaud15,11/3/2022 16:09
9666,NULL,NULL,946206594,renaud15,11/3/2022 16:38
9666,4168556,31199/02273,947100244,feurpr61,11/7/2022 16:51
9666,NULL,NULL,947159608,feurpr61,11/7/2022 19:10
9666,4168849,98601/31507,947290841,vallat65,11/8/2022 10:13
9666,NULL,NULL,947302229,vallat65,11/8/2022 10:52
9666,4169066,37093/02178,947315817,puliya38,11/8/2022 11:17
9666,NULL,NULL,947332051,puliya38,11/8/2022 12:20
9666,N/a,37093/02178,947616963,puliya38,11/9/2022 11:02
