,Begin,Cluster,Description,End,Fab300_Duration,Fab300_User_id,FACILITY,IIO_Duration,IIO_User_id,Modules,Tool,WBS,LithoCluster,ToolName,_merge
876,2022-11-09 15:00:00,,Blanket ER,2022-11-09 16:00:00,,,PLINE300,1.0,demand38,LP2;PM1,TEL_TACTRAS3,31199/31021,,,left_only
877,2022-11-10 15:30:00,,Recipe transfer,2022-11-10 17:00:00,,,PLINE300,1.5,katcko10,LP3;PM6,TEL_TACTRAS3,31199/00653,,,left_only
878,2022-11-15 10:00:00,,LS P32,2022-11-15 11:30:00,,,PLINE300,1.5,demand38,LP1;PM6,TEL_TACTRAS3,31199/02273,,,left_only
879,2022-11-15 12:30:00,,Recipe transfer,2022-11-15 13:30:00,,,PLINE300,1.0,katcko10,LP1;PM6,TEL_TACTRAS3,31199/00653,,,left_only
880,2022-11-15 14:00:00,,CAR EUV,2022-11-15 16:00:00,,,PLINE300,2.0,demand38,LP1;PM1,TEL_TACTRAS3,31199/02273,,,left_only
881,2022-11-15 14:00:00,0.0,coupon etch,2022-11-15 16:00:00,1.685,paolil45,PLINE300,2.0,paolil45,LP2;PM6,TEL_TACTRAS3,31199/01988,,,left_only
882,2022-11-15 17:00:00,,process 1-2 wafers manually,2022-11-15 18:00:00,,,PLINE300,1.0,dauend87,LP1;LP2;PM6,TEL_TACTRAS3,98600/00962,,,left_only
883,2022-11-15 18:00:00,,RF CHK,2022-11-15 20:00:00,,,PLINE300,2.0,fukui39,LP1;PM6,TEL_TACTRAS3,31199/02273,,,left_only
884,2022-11-16 11:00:00,,Etch sample,2022-11-16 13:00:00,,,PLINE300,2.0,fukui39,LP1;PM6,TEL_TACTRAS3,31199/02273,,,left_only
885,2022-11-16 13:58:26,0.0,P14 SADP,2022-11-16 15:00:00,0.4544444444444444,vallat65,PLINE300,1.0,vallat65,LP1;PM6,TEL_TACTRAS3,31199/01889,,,left_only
886,2022-11-17 17:00:00,,Etch coupon,2022-11-17 20:00:00,,,PLINE300,3.0,fukui39,LP1;LP2;PM6,TEL_TACTRAS3,31199/02273,,,left_only
887,2022-11-18 09:00:00,,etch partitioning,2022-11-18 12:00:00,,,PLINE300,3.0,demand38,LP2;PM1,TEL_TACTRAS3,31199/31021,,,left_only
888,2022-10-31 10:00:00,,euv test,2022-10-31 11:00:00,,,PLINE200,1.0,pollenti,,ASM750,31199/01851,,,left_only
889,2022-11-04 14:00:00,0.0,JSR Private,2022-11-04 16:18:11,2.247777777777778,krishn87,PLINE200,2.0,krishn87,,ASM750,31199/01513,,,left_only
890,2022-11-09 07:30:00,,use,2022-11-09 08:30:00,,,PLINE200,1.0,vicca54,,ASM750,31199/01513,,,left_only
891,2022-11-10 09:00:00,,euv test,2022-11-10 10:00:00,,,PLINE200,1.0,pollenti,,ASM750,31199/01851,,,left_only
892,2022-11-14 09:00:00,,euv test,2022-11-14 10:00:00,,,PLINE200,1.0,pollenti,,ASM750,31199/01851,,,left_only
893,2022-11-16 14:30:00,1.0,JSR Private,2022-11-16 15:30:00,0.6955555555555556,krishn87,PLINE200,1.0,krishn87,,ASM750,31199/01513,,,left_only
894,2022-11-17 14:00:00,,Readout MTOC,2022-11-17 15:30:00,,,PLINE200,1.5,tsmeets,,ASM750,36056/36502,,,left_only
895,2022-10-31 10:00:00,,euv test,2022-10-31 11:00:00,,,PLINE200,1.0,pollenti,,TELACT8_750,31199/01851,,,left_only
896,2022-11-04 14:00:00,,JSR Private,2022-11-04 16:00:00,,,PLINE200,2.0,krishn87,,TELACT8_750,31199/01513,,,left_only
897,2022-11-08 14:30:00,,Coating,2022-11-08 15:30:00,,,PLINE200,1.0,naqvi66,,TELACT8_750,31199/01988,,,left_only
898,2022-11-09 07:30:00,,use,2022-11-09 08:30:00,,,PLINE200,1.0,vicca54,,TELACT8_750,31199/01513,,,left_only
899,2022-11-10 09:00:00,,euv test,2022-11-10 10:00:00,,,PLINE200,1.0,pollenti,,TELACT8_750,31199/01851,,,left_only
900,2022-11-10 15:00:00,,Coating,2022-11-10 16:30:00,,,PLINE200,1.5,naqvi66,,TELACT8_750,31199/01988,,,left_only
901,2022-11-14 09:00:00,,euv test,2022-11-14 10:00:00,,,PLINE200,1.0,pollenti,,TELACT8_750,31199/01851,,,left_only
902,2022-11-15 09:00:00,,resist coating,2022-11-15 09:30:00,,,PLINE200,0.5,castel93,,TELACT8_750,31199/31247,,,left_only
903,2022-11-16 14:30:00,,JSR Private,2022-11-16 15:30:00,,,PLINE200,1.0,krishn87,,TELACT8_750,31199/01513,,,left_only
904,2022-10-31 10:00:00,,measurement,2022-10-31 13:00:00,,,PLINE300,3.0,castel93,,FTIR_2,31199/31247,,,left_only
905,2022-10-31 19:00:00,,FTIR,2022-10-31 21:30:00,,,PLINE300,2.5,wu78,,FTIR_2,32005/00330,,,left_only
906,2022-11-02 10:00:00,,measurement,2022-11-02 13:00:00,,,PLINE300,3.0,castel93,,FTIR_2,31199/31247,,,left_only
907,2022-11-03 10:00:00,,atr-ftir,2022-11-03 13:00:00,,,PLINE300,3.0,vos,,FTIR_2,44999/01997,,,left_only
908,2022-11-04 10:30:00,,SOG GATR,2022-11-04 12:00:00,,,PLINE300,1.5,arvind29,,FTIR_2,31199/02271,,,left_only
909,2022-11-04 14:00:00,,ATR for GST,2022-11-04 15:30:00,,,PLINE300,1.5,sinha70,,FTIR_2,31499/00379,,,left_only
910,2022-11-07 13:00:00,,GATR FTIR on coupons,2022-11-07 13:30:00,,,PLINE300,0.5,chan63,,FTIR_2,32399/32869,,,left_only
911,2022-11-07 13:30:00,,Inpria,2022-11-07 18:00:00,,,PLINE300,4.5,giorda12,,FTIR_2,31199/31247,,,left_only
912,2022-11-08 15:00:00,,Ru-APTMS-Fc,2022-11-08 18:00:00,,,PLINE300,3.0,zapiai81,,FTIR_2,44999/01997,,,left_only
913,2022-11-09 12:30:00,,atr-ftir,2022-11-09 14:00:00,,,PLINE300,1.5,hanifa45,,FTIR_2,44999/01882,,,left_only
914,2022-11-09 14:00:00,,Inpria,2022-11-09 16:00:00,,,PLINE300,2.0,giorda12,,FTIR_2,31199/31247,,,left_only
915,2022-11-14 14:00:00,0.0,ATR for GeTe,2022-11-14 15:30:00,0.4225,sinha70,PLINE300,1.5,sinha70,,FTIR_2,31499/00379,,,left_only
916,2022-11-15 12:00:00,,test,2022-11-15 13:00:00,,,PLINE300,1.0,cochet,,FTIR_2,32299/00013,,,left_only
917,2022-11-15 14:30:00,,internal development,2022-11-15 17:30:00,,,PLINE300,3.0,castel93,,FTIR_2,31199/31247,,,left_only
918,2022-11-16 15:00:00,,Coupon,2022-11-16 16:00:00,,,PLINE300,1.0,arvind29,,FTIR_2,31199/02271,,,left_only
919,2022-11-17 08:00:00,,test,2022-11-17 10:00:00,,,PLINE300,2.0,cochet,,FTIR_2,32299/00013,,,left_only
920,2022-11-17 12:00:00,,training,2022-11-17 13:00:00,,,PLINE300,1.0,krishtab,,FTIR_2,31199/01765,,,left_only
921,2022-11-17 13:00:00,,Inpria,2022-11-17 17:00:00,,,PLINE300,4.0,giorda12,,FTIR_2,31199/31247,,,left_only
922,2022-10-31 10:00:00,,SPC set-up on alternative wafer,2022-10-31 13:30:00,,,PLINE300,3.5,tielens,,JVX7300M,36003/36504,,,left_only
923,2022-10-31 13:30:00,,test,2022-10-31 15:00:00,,,PLINE300,1.5,pena,,JVX7300M,98601/01847,,,left_only
924,2022-10-31 15:00:00,,pline use,2022-11-01 12:00:00,,,PLINE300,21.0,roekens,,JVX7300M,36003/36503,,,left_only
925,2022-11-01 15:00:00,,PLINE use;for p-line lots,2022-11-02 13:30:00,,,PLINE300,22.5,roekens;tielens,,JVX7300M,36003/36503,,,left_only
926,2022-11-02 13:30:00,,spc centura_epi,2022-11-02 14:30:00,,,PLINE300,1.0,pena,,JVX7300M,98600/01847,,,left_only
927,2022-11-02 14:30:00,,spc test,2022-11-02 15:00:00,,,PLINE300,0.5,pena,,JVX7300M,98601/01847,,,left_only
928,2022-11-02 15:00:00,,pline use,2022-11-03 00:00:00,,,PLINE300,9.0,roekens,,JVX7300M,36003/36503,,,left_only
929,2022-11-03 12:00:00,,Si(111),2022-11-03 14:30:00,,,PLINE300,2.5,khazak83,,JVX7300M,30990/01658,,,left_only
930,2022-11-03 14:18:13,0.0,test spc,2022-11-03 15:00:00,0.2572222222222222,pena,PLINE300,0.5,pena,,JVX7300M,98600/01847,,,left_only
931,2022-11-03 15:00:00,,loten in q,2022-11-04 00:00:00,,,PLINE300,9.0,roekens,,JVX7300M,36003/36502,,,left_only
932,2022-11-04 10:00:00,,Bongole RepTest+Test XRD 1,2022-11-04 11:00:00,,,PLINE300,1.0,khazak83,,JVX7300M,30990/32063,,,left_only
933,2022-11-04 11:00:00,,Training to Pravee from Sean M.,2022-11-04 12:00:00,,,PLINE300,1.0,dara85,,JVX7300M,36003/36503,,,left_only
934,2022-11-04 12:00:00,,Bongole RepTest+Test XRD 2,2022-11-04 14:00:00,,,PLINE300,2.0,khazak83,,JVX7300M,30990/32063,,,left_only
935,2022-11-04 15:00:00,,voor operations,2022-11-05 00:00:00,,,PLINE300,9.0,ramake29,,JVX7300M,36003/36502,,,left_only
936,2022-11-07 10:00:00,,SiN/SiO,2022-11-07 14:00:00,,,PLINE300,4.0,khazak83,,JVX7300M,30990/32063,,,left_only
937,2022-11-07 14:00:00,1.0,spc test,2022-11-07 15:11:40,0.9986111111111112,pena,PLINE300,1.0,pena,,JVX7300M,98600/01847,,,left_only
938,2022-11-08 10:30:00,,spc test,2022-11-08 11:00:00,,,PLINE300,0.5,pena,,JVX7300M,98600/01847,,,left_only
939,2022-11-08 11:00:00,,Si,2022-11-08 12:30:00,,,PLINE300,1.5,khazak83,,JVX7300M,30990/01658,,,left_only
940,2022-11-09 10:00:00,0.0, p-line process - extra time,2022-11-09 11:00:00,0.3277777777777778,tielens,PLINE300,1.0,tielens,,JVX7300M,36003/01225,,,left_only
941,2022-11-09 11:00:00,,spc test,2022-11-09 12:00:00,,,PLINE300,1.0,pena,,JVX7300M,98600/01847,,,left_only
942,2022-11-09 12:00:00,, p-line process - extra time,2022-11-09 15:00:00,,,PLINE300,3.0,tielens,,JVX7300M,36003/01225,,,left_only
943,2022-11-10 10:00:00,, p-line process - extra time,2022-11-10 15:00:00,,,PLINE300,5.0,tielens,,JVX7300M,36003/01225,,,left_only
944,2022-11-14 10:00:00,,for p-line processing,2022-11-14 15:00:00,,,PLINE300,5.0,tielens,,JVX7300M,36003/36503,,,left_only
945,2022-11-15 10:00:00,,spc and rsm test recipe,2022-11-15 12:00:00,,,PLINE300,2.0,pena,,JVX7300M,98600/01847,,,left_only
946,2022-11-15 14:00:00,0.0,iLIME request,2022-11-15 15:00:00,0.5586111111111111,tielens,PLINE300,1.0,tielens,,JVX7300M,30990/01658,,,left_only
947,2022-11-16 11:00:00,1.0,Si(100),2022-11-16 12:23:02,1.377222222222222,muehle10,PLINE300,1.0,khazak83,,JVX7300M,30990/01658,,,left_only
948,2022-11-16 13:27:05,2.0,rsm test,2022-11-16 15:00:00,1.4,pena,PLINE300,1.5,pena,,JVX7300M,98600/01847,,,left_only
949,2022-10-31 10:00:00,0.0,iLiME ID:20220819-103159-sinha70,2022-10-31 14:00:00,2.018333333333333,dara85,PLINE300,4.0,dara85,,TXRF300,31499/00379,,,left_only
950,2022-11-04 07:00:00,1.0,iLiME ID:20220819-103159-sinha70,2022-11-04 11:03:35,3.889444444444445,dara85,PLINE300,4.0,dara85,,TXRF300,31499/00379,,,left_only
951,2022-11-07 07:12:38,2.0,iLiME ID:20220819-103159-sinha70,2022-11-07 10:30:00,3.063055555555556,dara85,PLINE300,3.0,dara85,,TXRF300,31499/00379,,,left_only
952,2022-11-14 14:00:00,3.0,iLiME ID:20220819-103159-sinha70,2022-11-14 17:24:29,2.6108333333333333,dara85,PLINE300,3.0,dara85,,TXRF300,31499/00379,,,left_only
953,2022-11-16 14:00:00,,ilime: 20221102-134049-maroza68,2022-11-16 18:30:00,,,PLINE300,4.5,dara85,,TXRF300,30990/01658,,,left_only
954,2022-10-31 10:47:41,0.0,Oxide depositions,2022-10-31 14:30:00,1.6194444444444445,gomezg80,PLINE300,3.5,gomezg80,LP1;PM2,EXTREME_1,39424/01224,,,left_only
955,2022-10-31 10:55:16,,,2022-10-31 12:34:15,1.6497222222222223,billin72,PLINE300,,,,VERIOS,39320/36502,,,left_only
956,2022-10-31 14:58:17,,,2022-10-31 16:59:03,2.012777777777778,billin72,PLINE300,,,,VERIOS,39320/36502,,,left_only
957,2022-10-31 18:35:30,,,2022-10-31 21:36:00,3.0083333333333333,peeter11,PLINE300,,,,VERIOS,36003/36502,,,left_only
958,2022-10-31 22:03:55,,,2022-11-01 01:23:11,3.321111111111111,vrebos45,PLINE300,,,,VERIOS,39320/36502,,,left_only
959,2022-11-01 03:11:38,,,2022-11-01 05:53:06,2.6911111111111112,derudd92,PLINE300,,,,VERIOS,39320/36502,,,left_only
960,2022-11-02 00:38:14,,,2022-11-02 01:41:57,1.0619444444444444,vrebos45,PLINE300,,,,VERIOS,39320/36502,,,left_only
961,2022-11-02 03:18:34,,,2022-11-02 05:57:10,2.643333333333333,derudd92,PLINE300,,,,VERIOS,39320/36502,,,left_only
962,2022-11-02 22:00:44,,,2022-11-03 01:42:05,3.6891666666666665,vrebos45,PLINE300,,,,VERIOS,39320/36502,,,left_only
963,2022-11-03 03:19:05,,,2022-11-03 05:48:16,2.486388888888889,derudd92,PLINE300,,,,VERIOS,39320/36502,,,left_only
964,2022-11-03 11:20:50,,,2022-11-03 13:41:32,2.345,sainch77,PLINE300,,,,VERIOS,39320/36502,,,left_only
965,2022-11-03 22:04:02,,,2022-11-04 01:55:55,3.8647222222222224,vrebos45,PLINE300,,,,VERIOS,39320/36502,,,left_only
966,2022-11-04 03:43:25,,,2022-11-04 05:43:06,1.9947222222222225,derudd92,PLINE300,,,,VERIOS,39320/36502,,,left_only
967,2022-11-04 06:34:52,,,2022-11-04 08:16:52,1.7,sainch77,PLINE300,,,,VERIOS,39320/36502,,,left_only
968,2022-11-04 11:54:09,,,2022-11-04 13:48:04,1.898611111111111,sainch77,PLINE300,,,,VERIOS,39320/36502,,,left_only
969,2022-11-05 06:32:56,,,2022-11-05 18:05:01,11.53472222222222,peeter11,PLINE300,,,,VERIOS,36003/36502,,,left_only
970,2022-11-05 22:47:56,,,2022-11-06 01:35:54,2.7994444444444446,vdstaey,PLINE300,,,,VERIOS,39320/36502,,,left_only
971,2022-11-06 06:46:11,,,2022-11-06 16:23:59,9.63,peeter11,PLINE300,,,,VERIOS,36003/36502,,,left_only
972,2022-11-07 08:02:15,,,2022-11-07 13:45:05,5.713888888888889,claeseng,PLINE300,,,,VERIOS,32005/01718,,,left_only
973,2022-11-07 14:09:07,,,2022-11-07 18:15:57,4.113888888888889,vrebos45,PLINE300,,,,VERIOS,39320/36502,,,left_only
974,2022-11-07 20:33:31,,,2022-11-07 21:53:39,1.3355555555555556,vrebos45,PLINE300,,,,VERIOS,39320/36502,,,left_only
975,2022-11-08 08:05:37,,,2022-11-08 09:24:19,1.3116666666666668,billin72,PLINE300,,,,VERIOS,39320/36502,,,left_only
976,2022-11-08 09:53:51,,,2022-11-08 13:01:28,3.1269444444444443,claeseng,PLINE300,,,,VERIOS,37299/01841,,,left_only
977,2022-11-08 15:09:18,,,2022-11-08 17:28:22,2.3177777777777777,vrebos45,PLINE300,,,,VERIOS,39320/36502,,,left_only
978,2022-11-08 18:58:56,,,2022-11-08 21:55:44,2.9466666666666668,vrebos45,PLINE300,,,,VERIOS,39320/36502,,,left_only
979,2022-11-08 21:59:13,,,2022-11-09 01:35:49,3.61,subedi56,PLINE300,,,,VERIOS,39320/36502,,,left_only
980,2022-11-09 22:06:57,,,2022-11-10 02:08:49,4.031111111111112,subedi56,PLINE300,,,,VERIOS,39320/36502,,,left_only
981,2022-11-10 08:08:00,,,2022-11-10 09:22:42,1.245,billin72,PLINE300,,,,VERIOS,39320/36502,,,left_only
982,2022-11-10 22:00:59,,,2022-11-11 03:33:08,5.535833333333334,vdstaey,PLINE300,,,,VERIOS,39320/36502,,,left_only
983,2022-11-14 11:32:58,,,2022-11-14 14:02:02,2.484444444444444,rutkow29,PLINE300,,,,VERIOS,39320/36502,,,left_only
984,2022-11-15 19:10:25,,,2022-11-15 20:02:25,0.8666666666666667,subedi56,PLINE300,,,,VERIOS,39320/36502,,,left_only
985,2022-11-15 22:09:28,,,2022-11-16 04:50:27,6.683055555555556,claeseng,PLINE300,,,,VERIOS,97406/97283,,,left_only
986,2022-11-16 10:46:32,,,2022-11-16 13:31:57,2.7569444444444446,rutkow29,PLINE300,,,,VERIOS,39320/36502,,,left_only
987,2022-11-16 14:45:20,,,2022-11-16 15:09:19,0.3997222222222222,billin72,PLINE300,,,,VERIOS,39320/36502,,,left_only
988,2022-11-16 15:33:14,,,2022-11-16 18:03:05,2.4975,michal78,PLINE300,,,,VERIOS,39320/36502,,,left_only
989,2022-11-17 10:43:51,,,2022-11-17 13:38:54,2.9175,rutkow29,PLINE300,,,,VERIOS,39320/36502,,,left_only
990,2022-11-17 14:39:32,,,2022-11-17 21:36:14,6.945,derudd92,PLINE300,,,,VERIOS,39320/36502,,,left_only
991,2022-10-31 11:00:00,,coat SOC;coat,2022-10-31 13:00:00,,,PLINE300,2.0,dauend87,,TR2000,98600/00962,2000.0,TR2000,both
992,2022-11-02 19:00:00,,coat,2022-11-02 21:00:00,,,PLINE300,2.0,kato15,,TR2000,31199/30117,2000.0,TR2000,both
993,2022-11-03 08:30:00,,DSA,2022-11-03 12:30:00,,,PLINE300,4.0,verstr99,,TR2000,31199/00650,2000.0,TR2000,both
994,2022-11-06 10:30:00,,Filter changeout,2022-11-06 11:00:00,,,PLINE300,0.5,kohyam95,,TR2000,31199/01982,2000.0,TR2000,both
995,2022-11-07 09:00:00,,coat,2022-11-07 10:00:00,,,PLINE300,1.0,dauend87,,TR2000,98600/00962,2000.0,TR2000,both
996,2022-11-08 21:00:00,,coat,2022-11-08 21:30:00,,,PLINE300,0.5,kato15,,TR2000,31199/30117,2000.0,TR2000,both
997,2022-11-09 15:00:00,,ASML,2022-11-09 16:30:00,,,PLINE300,1.5,vanderey,;ACAT,TR2000,31199/31811,2000.0,TR2000,both
998,2022-11-10 12:00:00,,BMMO V4.2 exposure,2022-11-10 18:00:00,,,PLINE300,6.0,schaap,,TR2000,31199/31811,2000.0,TR2000,both
999,2022-11-15 16:00:00,,sto,2022-11-15 17:00:00,,,PLINE300,1.0,bisschop,,TR2000,31199/01988,2000.0,TR2000,both
1000,2022-11-17 10:30:00,,e,2022-11-17 12:30:00,,,PLINE300,2.0,hermansj,,TR2000,31199/31191,2000.0,TR2000,both
1001,2022-10-31 11:00:00,,develop,2022-10-31 12:00:00,,,PLINE300,1.0,krishtab,LP3;PM1,TEL_TACTRAS,31199/01765,,,left_only
1002,2022-10-31 11:00:00,,light training,2022-10-31 13:30:00,,,PLINE300,2.5,johnsu91,,KLA2925,31199/02273,,,left_only
1003,2022-10-31 13:30:00,,Inpria,2022-10-31 16:00:00,,,PLINE300,2.5,doise23,,KLA2925,31199/31247,,,left_only
1004,2022-10-31 16:00:00,,light training,2022-10-31 17:00:00,,,PLINE300,1.0,johnsu91,,KLA2925,31199/02273,,,left_only
1005,2022-11-02 09:00:00,,meas,2022-11-02 11:00:00,,,PLINE300,2.0,chowri97,,KLA2925,31199/01988,,,left_only
1006,2022-11-02 12:00:00,,light training,2022-11-02 14:00:00,,,PLINE300,2.0,johnsu91,,KLA2925,31199/02273,,,left_only
1007,2022-11-02 14:00:00,,Inpria,2022-11-03 00:00:00,,,PLINE300,10.0,giorda12;doise23,,KLA2925,31199/31247,,,left_only
1008,2022-11-03 11:30:00,,d,2022-11-03 12:30:00,,,PLINE300,1.0,gupta76,,KLA2925,31199/01321,,,left_only
1009,2022-11-03 13:00:00,0.0,inspect,2022-11-03 15:00:00,1.361388888888889,chowri97,PLINE300,2.0,chowri97,,KLA2925,31199/01988,,,left_only
1010,2022-11-03 15:00:00,,PWEC3,2022-11-03 18:00:00,,,PLINE300,3.0,sah32,,KLA2925,31199/01920,,,left_only
1011,2022-11-04 11:00:00,,RAX,2022-11-04 13:00:00,,,PLINE300,2.0,kim69,,KLA2925,31199/31147,,,left_only
1012,2022-11-04 13:00:00,,light training,2022-11-04 15:00:00,,,PLINE300,2.0,johnsu91,,KLA2925,31199/02273,,,left_only
1013,2022-11-09 08:00:00,,scrjdp,2022-11-09 09:00:00,,,PLINE300,1.0,vanderey,,KLA2925,31199/31191,,,left_only
1014,2022-11-09 09:00:00,,wafer,2022-11-09 11:00:00,,,PLINE300,2.0,schollw,,KLA2925,31199/30079,,,left_only
1015,2022-11-09 11:00:00,1.0,recipe;meas,2022-11-09 16:00:00,4.053055555555556,chowri97,PLINE300,3.0,chowri97,,KLA2925,31199/01988,,,left_only
1016,2022-11-09 13:00:00,,light training,2022-11-09 15:00:00,,,PLINE300,2.0,johnsu91,,KLA2925,31199/02273,,,left_only
1017,2022-11-09 16:00:00,,test,2022-11-09 18:00:00,,,PLINE300,2.0,beggia74,,KLA2925,31199/00653,,,left_only
1018,2022-11-10 08:00:00,,Recipe creation;Reciep setup,2022-11-10 11:00:00,,,PLINE300,3.0,beggia74;beral49,,KLA2925,31199/01918,,,left_only
1019,2022-11-10 13:00:00,,light training,2022-11-10 15:00:00,,,PLINE300,2.0,johnsu91,,KLA2925,31199/02273,,,left_only
1020,2022-11-10 15:00:00,,PWEC3,2022-11-10 18:00:00,,,PLINE300,3.0,sah32,,KLA2925,31199/01920,,,left_only
1021,2022-11-14 09:30:00,,3 wafers need measurement,2022-11-14 11:00:00,,,PLINE300,1.5,moet12,,KLA2925,98601/31507,,,left_only
1022,2022-11-14 11:00:00,,test,2022-11-14 13:00:00,,,PLINE300,2.0,beggia74,,KLA2925,31199/00653,,,left_only
1023,2022-11-14 13:00:00,,light training;for reciep,2022-11-14 17:00:00,,,PLINE300,4.0,johnsu91;hareen73,,KLA2925,31199/02273,,,left_only
1024,2022-11-14 17:00:00,,OS,2022-11-14 18:00:00,,,PLINE300,1.0,beggia74,,KLA2925,31199/00653,,,left_only
1025,2022-11-15 08:00:00,,DSA,2022-11-15 10:00:00,,,PLINE300,2.0,vanbel53,,KLA2925,31199/00650,,,left_only
1026,2022-11-15 10:00:00,,Recipe modif,2022-11-15 11:00:00,,,PLINE300,1.0,beral49,,KLA2925,31199/01918,,,left_only
1027,2022-11-15 11:30:00,,OS;test,2022-11-15 13:30:00,,,PLINE300,2.0,beggia74,,KLA2925,31199/00653,,,left_only
1028,2022-11-16 09:00:00,3.0,recipe,2022-11-16 11:07:27,1.9647222222222225,chowri97,PLINE300,2.0,chowri97,,KLA2925,31199/01988,,,left_only
1029,2022-11-16 13:00:00,,light training,2022-11-16 15:00:00,,,PLINE300,2.0,johnsu91,,KLA2925,31199/02273,,,left_only
1030,2022-11-17 10:00:00,,FFEM P36,2022-11-17 11:00:00,,,PLINE300,1.0,vanderey,,KLA2925,31199/31191,,,left_only
1031,2022-11-17 11:00:00,,light training,2022-11-17 13:00:00,,,PLINE300,2.0,johnsu91,,KLA2925,31199/02273,,,left_only
1032,2022-11-17 15:00:00,,RAX,2022-11-17 17:30:00,,,PLINE300,2.5,kim69,,KLA2925,31199/31147,,,left_only
1033,2022-11-18 08:00:00,,DSA,2022-11-18 09:00:00,,,PLINE300,1.0,verstr99,,KLA2925,31199/00650,,,left_only
1034,2022-10-31 11:25:08,,,2022-10-31 13:44:15,2.318611111111111,billin72,PLINE300,,,,SU8000,39320/36502,,,left_only
1035,2022-11-02 11:45:18,,,2022-11-02 13:09:17,1.3997222222222223,dusar,PLINE300,,,,SU8000,98300/01969,,,left_only
1036,2022-11-02 22:05:55,,,2022-11-03 01:24:38,3.3119444444444444,konecn85,PLINE300,,,,SU8000,98300/01535,,,left_only
1037,2022-11-03 06:30:00,0.0,x-sem,2022-11-03 09:00:00,1.7252777777777777,vdbroecn,PLINE300,2.5,vdbroecn,,SU8000,31199/31191,,,left_only
1038,2022-11-03 14:00:00,,MHM,2022-11-03 16:00:00,,,PLINE300,2.0,kampit73,,SU8000,31199/01680,,,left_only
1039,2022-11-03 17:00:00,,xsem,2022-11-03 18:00:00,,,PLINE300,1.0,feurpr61,,SU8000,98601/00962,,,left_only
1040,2022-11-05 00:20:07,,,2022-11-05 06:15:12,5.918055555555555,vdstaey,PLINE300,,,,SU8000,39320/36502,,,left_only
1041,2022-11-05 10:56:41,,,2022-11-05 11:44:00,0.7886111111111112,stiersj,PLINE300,,,,SU8000,38199/01490,,,left_only
1042,2022-11-08 03:26:11,,,2022-11-08 04:46:40,1.341388888888889,subedi56,PLINE300,,,,SU8000,39320/36502,,,left_only
1043,2022-11-08 08:30:00,0.0,xsem,2022-11-08 10:20:56,1.3183333333333334,maes72,PLINE300,1.5,maes72,,SU8000,98300/14175,,,left_only
1044,2022-11-08 14:00:00,,Attolab sample inspection,2022-11-08 16:00:00,,,PLINE300,2.0,wittin46,,SU8000,31199/02272,,,left_only
1045,2022-11-08 16:00:00,,MHM,2022-11-08 18:00:00,,,PLINE300,2.0,kampit73,,SU8000,31199/01680,,,left_only
1046,2022-11-09 04:48:41,,,2022-11-09 06:05:46,1.2847222222222223,vdstaey,PLINE300,,,,SU8000,39320/36502,,,left_only
1047,2022-11-09 10:28:56,,,2022-11-09 11:56:30,1.4594444444444443,maes72,PLINE300,,,,SU8000,98300/01618,,,left_only
1048,2022-11-09 14:00:00,,reservation Viktor,2022-11-09 16:00:00,,,PLINE300,2.0,mander15,,SU8000,31199/01680,,,left_only
1049,2022-11-09 22:08:20,,,2022-11-10 00:52:49,2.741388888888889,vdstaey,PLINE300,,,,SU8000,39320/36502,,,left_only
1050,2022-11-10 03:33:02,,,2022-11-10 05:30:23,1.955833333333333,subedi56,PLINE300,,,,SU8000,39320/36502,,,left_only
1051,2022-11-10 14:00:00,,MHM,2022-11-10 17:00:00,,,PLINE300,3.0,kampit73,,SU8000,31199/01680,,,left_only
1052,2022-11-14 08:30:00,0.0,xsem,2022-11-14 10:00:00,0.9966666666666668,maes72,PLINE300,1.5,maes72,,SU8000,37004/15017,,,left_only
1053,2022-11-14 14:50:38,,,2022-11-14 15:31:48,0.6861111111111111,maes72,PLINE300,,,,SU8000,37004/15017,,,left_only
1054,2022-11-14 20:01:40,,,2022-11-14 21:35:18,1.5605555555555557,michal78,PLINE300,,,,SU8000,39320/36502,,,left_only
1055,2022-11-15 08:30:00,1.0,xsem,2022-11-15 10:00:00,1.166111111111111,maes72,PLINE300,1.5,maes72,,SU8000,37004/15017,,,left_only
1056,2022-11-15 14:00:00,0.0,for Clement,2022-11-15 15:00:00,0.6547222222222222,leruth67,PLINE300,1.0,billin72,,SU8000,44999/01882,,,left_only
1057,2022-11-15 15:00:00,,MHM,2022-11-15 16:30:00,,,PLINE300,1.5,kampit73,,SU8000,31199/01680,,,left_only
1058,2022-11-15 16:30:00,,x,2022-11-15 17:30:00,,,PLINE300,1.0,goossen,,SU8000,31299/31900,,,left_only
1059,2022-11-17 15:00:00,,x,2022-11-17 17:00:00,,,PLINE300,2.0,goossen,,SU8000,31299/31900,,,left_only
1060,2022-10-31 11:30:00,,MAZO w/ H2O recipe development,2022-10-31 13:00:00,,,PLINE300,1.5,pavel13,,2830ZT,31499/01284,,,left_only
1061,2022-10-31 21:30:00,,MAZO w/ H2O,2022-10-31 22:30:00,,,PLINE300,1.0,pavel13,,2830ZT,31499/01284,,,left_only
1062,2022-11-02 11:00:00,,SPC,2022-11-02 13:30:00,,,PLINE300,2.5,kramac15,,2830ZT,30990/32063,,,left_only
